iso,period,index_buy,index_sell,index_2021_buy,index_2021_sell,index_direct_buy,index_direct_sell,tot_net,tot_net_direct,tot_net_2021,buy_stages,sell_stages
DEU,201805,104.71409256536559,104.35281142849342,94.0624638296569,77.25457380522975,104.73136176493092,104.35692301384434,99.65498327109444,99.64247695744946,82.13113994667893,downstream,chips+upstream
DEU,201806,104.89509496708023,104.6166752133477,94.2250544747865,77.44991769642448,104.90102196327538,104.62164880874644,99.73457314298642,99.73367928233651,82.1967343273324,downstream,chips+upstream
DEU,201807,104.50043519974834,104.84367032141144,93.8705399182429,77.6179669333284,104.4896960566726,104.85130751487625,100.32845329400497,100.34607379660434,82.68618354696824,downstream,chips+upstream
DEU,201808,104.84771379972773,104.83153216858194,94.18249297011111,77.60898080434166,104.83495371083605,104.83668542009612,99.98456653887877,100.00165184339647,82.4027676024364,downstream,chips+upstream
DEU,201809,106.04647980092827,104.85746004409206,95.25931922019545,77.6281757540971,106.04287323729731,104.86114530932073,98.87877489279394,98.88561306205635,81.49142403029009,downstream,chips+upstream
DEU,201810,106.91290813003245,104.83743982111973,96.03761353923832,77.61335436335506,106.91042893169866,104.83853468244169,98.05872990903173,98.06202793313959,80.81557996195353,downstream,chips+upstream
DEU,201811,108.1726554003249,104.75168519602668,97.16921797894088,77.54986841676002,108.17515195348852,104.76991826939692,96.83749077653876,96.85211102309732,79.80908978146465,downstream,chips+upstream
DEU,201812,108.63614018606924,105.13939267153019,97.58555659990978,77.83689638822631,108.63335102842468,105.15572469950685,96.7812299769212,96.79874891458711,79.76272216937713,downstream,chips+upstream
DEU,201901,108.91282711237531,104.80434266738841,97.83409863814171,77.58885184664585,108.87433634681378,104.84215812664924,96.22773133898379,96.29648422625492,79.30655357047156,downstream,chips+upstream
DEU,201902,108.08791039192587,104.28831728056136,97.09309332282258,77.20682743555156,108.01617404213395,104.35818368859857,96.48471961610949,96.6134790590634,79.51835171102064,downstream,chips+upstream
DEU,201903,108.93778170190286,103.89722445237295,97.85651482031274,76.9172932165269,108.87690058829718,103.97827160962711,95.37299440948514,95.50076375043633,78.60211796604948,downstream,chips+upstream
DEU,201904,108.31197492659268,103.47541432265504,97.29436577499467,76.60501833526588,108.17361761066147,103.57531434686508,95.53460214605488,95.74914534119901,78.7353077694391,downstream,chips+upstream
DEU,201905,107.00481927133336,102.67647958366757,96.12017538160698,76.0135502002558,106.82268513300394,102.81571299390338,95.95500490805898,96.24895017934485,79.08178475379825,downstream,chips+upstream
DEU,201906,106.21429139475363,102.60811594053578,95.41006084042716,75.96293916216665,106.03513951301142,102.7580335476707,96.60481145534813,96.90941514257302,79.6173259853741,downstream,chips+upstream
DEU,201907,105.13783559265943,102.81161247249548,94.44310326606337,76.11359191058983,104.9035983688673,103.02922569180757,97.78745386277825,98.21324272360137,80.59200648687286,downstream,chips+upstream
DEU,201908,104.2877739132153,103.58150128857213,93.67951076369052,76.68355673999137,103.97877935023232,103.75923670991298,99.32276565301805,99.78885822502316,81.85734117829462,downstream,chips+upstream
DEU,201909,103.29966696591998,104.11589655884173,92.79191510476066,77.07918076087843,102.96396322657817,104.3096203775412,100.79015704202708,101.30692050771378,83.06669894015788,downstream,chips+upstream
DEU,201910,100.54588098392799,105.32623753382973,90.31824715826103,77.97522155653805,100.12797089943012,105.54214612875339,104.75440316711321,105.4072555158052,86.33385169655165,downstream,chips+upstream
DEU,201911,99.46940921028208,105.86590216720913,89.35127523698877,78.37474659739475,99.06829799345552,106.1090939785291,106.4306131982795,107.10701215997342,87.71530835963932,downstream,chips+upstream
DEU,201912,99.25877213983937,106.30124199746933,89.16206439311563,78.69703779958472,98.79134232118011,106.60980073281425,107.09506042217436,107.91411294545992,88.26291577616396,downstream,chips+upstream
DEU,202001,98.33576220386114,107.57398212827769,88.33294400835777,79.63927399834577,97.78428763733984,107.89168762521915,109.39456787375552,110.33642544430595,90.15806604477098,downstream,chips+upstream
DEU,202002,98.99587146330644,109.07753690488968,88.9259062526845,80.75238711786696,98.36742574381974,109.44424826614319,110.18392514007019,111.2606611777877,90.80861868127343,downstream,chips+upstream
DEU,202003,99.26099548658283,110.14260553450504,89.16406157866643,81.54087975096326,98.53176352349489,110.62466950450212,110.96262433655835,112.27310417327878,91.45038741760602,downstream,chips+upstream
DEU,202004,99.71043586228654,111.83981513672232,89.5677844019037,82.79735959738585,99.00832725616941,112.38969190010233,112.16460360396786,113.51539311366267,92.44100448645915,downstream,chips+upstream
DEU,202005,101.10056752421039,113.63587256826958,90.81651039441086,84.12701856396748,100.38134061473387,114.33631299536728,112.39884735667519,113.90195856637634,92.63405761640554,downstream,chips+upstream
DEU,202006,101.16851275088932,115.05949904326853,90.87754416045237,85.1809590863007,100.32461287305061,115.72768055265364,113.73054314496395,115.35322912144586,93.73158118787426,downstream,chips+upstream
DEU,202007,100.79345177320312,117.01658265616821,90.5406347838515,86.62982911046261,99.87806660378007,117.60381514147393,116.09542147586036,117.74738853127039,95.68060718513274,downstream,chips+upstream
DEU,202008,100.83003753677102,117.50195572908082,90.57349900468346,86.98916097101429,99.86228644884655,118.03221366215988,116.53467418995042,118.19498417214861,96.04261944933381,downstream,chips+upstream
DEU,202009,100.03799899285252,118.6270817318219,89.86202746285137,87.82211533639337,98.98293119909405,119.1570450177723,118.58202175784977,120.38140674789685,97.72995092137076,downstream,chips+upstream
DEU,202010,102.35394077639712,119.18055629068394,91.94238918790067,88.23186415457661,101.22432043386158,119.68287323356452,116.43963621395518,118.23529436462206,95.96429343842595,downstream,chips+upstream
DEU,202011,104.31032916614191,120.43243410655833,93.69977167232852,89.158655544264,103.08761437197349,120.88420874034038,115.4559045775205,117.26356214253927,95.15354621786597,downstream,chips+upstream
DEU,202012,105.497472970476,121.51698826585731,94.76615794775817,89.96157372345215,104.20471477733224,121.94961532968213,115.18473840588054,117.02888452817871,94.93006329648327,downstream,chips+upstream
DEU,202101,107.6792875342334,123.8743929718439,96.72603601630315,91.70680984459138,106.40012345916216,124.28371690931476,115.04013056592872,116.80786907828784,94.81088404070876,downstream,chips+upstream
DEU,202102,107.82538919359052,125.98093545072197,96.85727605966365,93.26632740028133,106.55939317917942,126.51273999762655,116.83791395784795,118.72509426259177,96.29253598132338,downstream,chips+upstream
DEU,202103,107.82673182238372,128.32507916320841,96.85848211482968,95.00174612994768,106.49961724798855,128.8852244094196,119.01045037198229,121.01942498939249,98.08304245086066,downstream,chips+upstream
DEU,202104,108.67114376636478,129.91378351805528,97.61699957883262,96.17789726719145,107.20126372830588,130.49546880360475,119.54763612073566,121.72941275611863,98.52576670267459,downstream,chips+upstream
DEU,202105,108.96208588924117,131.84971725153105,97.87834675989615,97.61110959225967,107.35646200241872,132.43435768371913,121.00513327686744,123.35946547934432,99.72697008431085,downstream,chips+upstream
DEU,202106,109.29021032981044,133.96867569218404,98.17309403379728,99.17981894472226,107.57365887525279,134.66279572251673,122.58067331730828,125.1819424294917,101.02545908411362,downstream,chips+upstream
DEU,202107,111.03159835143784,135.43573986813522,99.73734621595202,100.26591730763691,109.27822426706993,136.20577915193323,121.97945618998769,124.64128152288953,100.5299630597153,downstream,chips+upstream
DEU,202108,112.460196318283,137.98339740720482,101.02062567998034,102.15200158929873,110.69394310937237,139.00286857383156,122.69531969932407,125.57405099978077,101.11994545836852,downstream,chips+upstream
DEU,202109,114.23584315604276,140.50903431052637,102.61565183509659,104.02178353270683,112.50889027125959,141.55158557026752,122.99907842286873,125.81368923734456,101.37028969018284,downstream,chips+upstream
DEU,202110,115.35480699527183,142.53698709327924,103.6207934839007,105.52311948891209,113.6506912638346,143.65144539795742,123.56397692132722,126.39733537957768,101.83585353967295,downstream,chips+upstream
DEU,202111,115.63528524613278,144.30173116146412,103.8727411891262,106.82959651618751,113.8493598676566,145.5672592937372,124.790396680662,127.85953251116287,102.84661335901168,downstream,chips+upstream
DEU,202112,116.91536184067719,146.2391014948231,105.02260703262155,108.26387238626411,115.10939704111915,147.6308092127238,125.08116914020754,128.25261273846078,103.08625489808664,downstream,chips+upstream
DEU,202201,117.51326269807969,146.8286038788965,105.55968877964654,108.7002933586877,115.63850876172206,148.39982695408074,124.94641073504621,128.3308030717213,102.9751931019777,downstream,chips+upstream
DEU,202202,119.79964672879721,147.64908451579186,107.61349939788613,109.3077123735767,117.92762224502056,149.3629638543852,123.24667772188033,126.6564703085854,101.5743498586794,downstream,chips+upstream
DEU,202203,121.29163519726143,148.52141248903496,108.95372121436776,109.95351505841816,119.40039267188864,150.49320819186892,122.4498393871009,126.04079837946855,100.9176316631566,downstream,chips+upstream
DEU,202204,121.45559459282885,148.9695803387242,109.10100248604058,110.28530311229991,119.56069272167835,151.10356825064298,122.6535350949736,126.3823124564796,101.08550847313329,downstream,chips+upstream
DEU,202205,121.99845309766782,149.1444611472603,109.58864084707747,110.41477104081306,120.17552226617121,151.46282713665542,122.25110840369452,126.03467351794602,100.75384655503521,downstream,chips+upstream
DEU,202206,123.66764382074764,149.80069532529978,111.08803971658955,110.90059495918067,122.08659159218823,152.32425539105083,121.13168060550355,124.76739124626145,99.83126468170012,downstream,chips+upstream
DEU,202207,124.98689718154236,150.10887820242726,112.27309722405393,111.128749203428,123.48751299283202,152.78721246510293,120.09969171760096,123.72685202103928,98.9807460122506,downstream,chips+upstream
DEU,202208,124.83430928890526,150.0725811525559,112.13603073395318,111.10187773652822,123.2807303096606,152.9330207409216,120.2174161954479,124.0526563695554,99.07776921418012,downstream,chips+upstream
DEU,202209,124.79671397267758,148.93154487817452,112.10225965323046,110.2571446635334,123.28703784320764,152.0695204387831,119.33931602620635,123.34591137811265,98.35407868190649,downstream,chips+upstream
