iso,flow,stage,value_usd,coverage
CHE,X,ALL,29927288950.191,0.9997864034845375
CHK,M,ALL,5609582198371.498,0.8053278270859965
CHK,X,ALL,2037207874748.778,0.8204195278496783
CHN,M,ALL,4717197349442.0,0.9195213846334186
CHN,X,ALL,2383961352102.0,0.9236094321841976
CZE,M,ALL,99987111998.0,0.9361758604636201
CZE,X,ALL,111393190272.0,0.9924086151591929
DEU,M,ALL,459741923512.72595,0.9949821576569424
DEU,X,ALL,542693150694.74194,0.9999554288668523
DNK,M,ALL,22816572797.592003,0.9999503691181821
DNK,X,ALL,18546714206.497,0.9999697201509254
ESP,M,ALL,48789701091.955,0.9939547630507696
ESP,X,ALL,18863360260.227997,0.9972289119610248
FRA,M,ALL,134007143996.11601,0.9008195792054549
FRA,X,ALL,136669599067.177,0.8953700597361505
GBR,M,ALL,129916117141.64499,0.9977128620017559
GBR,X,ALL,93755898729.51201,0.9951354914177528
HKG,M,ALL,2430804052111.139,0.8283094695566668
HKG,X,ALL,2429237573599.736,0.826750981246007
HUN,M,ALL,73676124088.899,0.9991527809428915
HUN,X,ALL,56752573521.16699,0.9996994480590622
IDN,M,ALL,63480629890.017006,0.9995951939048727
IDN,X,ALL,10112838229.204002,0.9820550761246295
IND,M,ALL,222876084065.367,0.8895413050213156
IND,X,ALL,16803020074.142,0.8015538277084829
IRL,M,ALL,99952680928.71701,0.9998895738344739
IRL,X,ALL,108910536547.243,0.999976912891574
ISR,M,ALL,46625720000.0,0.09342047693847945
ISR,X,ALL,58856447000.0,0.09413393574369176
ITA,M,ALL,72659234587.369,0.9994501827509072
ITA,X,ALL,73559682156.55301,0.999914642823148
JPN,M,ALL,447130553299.254,0.9998974460449109
JPN,X,ALL,808557279936.435,0.999773299052863
KOR,M,ALL,809981904927.0,0.9999560262102358
KOR,X,ALL,1332631403631.0,0.9999977157322034
MEX,M,ALL,490777716746.0,0.6196999904366152
MEX,X,ALL,385366273446.0,0.9437828573183747
MYS,M,ALL,573863954749.92,0.9809793142604891
MYS,X,ALL,872271238121.5071,0.9848767682688967
NLD,M,ALL,284309689993.98303,0.9999633398882282
NLD,X,ALL,385454251991.51794,0.9998631219889796
PHL,M,ALL,174275789252.25,0.4099505708169824
PHL,X,ALL,223419868478.0,0.30721458364728527
POL,M,ALL,92837497833.0,0.9999082624672272
POL,X,ALL,36792451034.0,0.9999951400084807
SGP,M,ALL,1037838671845.7441,0.9430250301000965
SGP,X,ALL,1357375979067.7944,0.9299770066678484
SWE,M,ALL,35005120706.505,0.9742499752398942
SWE,X,ALL,23990732621.051003,0.9145551908705237
THA,M,ALL,230241800095.14282,0.9738236527209496
THA,X,ALL,137660217530.88412,0.9387319831695115
TWN,M,ALL,1309190642395.082,0.9995924459869638
TWN,X,ALL,2214179776210.011,0.9995534794053825
USA,M,ALL,1826953410067.0,0.6754691379271371
USA,X,ALL,1252359966639.0,0.6632318042807789
VNM,M,ALL,538852855263.4782,0.7339991955582467
VNM,X,ALL,214701838790.4979,0.7833803813966466
