iso,period,exports,imports,net,exports_sa,exports_sa3m,imports_sa,imports_sa3m,net_sa,net_sa3m,exports_12m,imports_12m,net_12m
ITA,202111,722994525.1021446,704494376.167143,18500148.93500161,704184442.4934471,714221217.2178379,671187533.0084078,698824794.6835469,32996909.485039234,15396422.534291029,8420535821.481901,7727351209.331673,693184612.1502279
ITA,202112,729571217.9798249,710889801.5619155,18681416.417909384,720550249.5803473,709163775.3853089,726848926.5544558,716561073.523521,-6298676.974108458,-7397298.138212085,8415463639.139243,7850969290.031049,564494349.1081944
ITA,202201,604500941.2479815,776447836.9797165,-171946895.731735,674090295.9292741,699608329.3343562,699042235.424937,699026231.6626003,-24951939.495662928,582097.6717559099,8421632305.258576,8025336617.8989725,396295687.3596039
ITA,202202,720567291.2820928,695757069.3729389,24810221.90915394,735416298.6970389,710018948.0688868,707432283.2894315,711107815.0896082,27984015.407607436,-1088867.0207214355,8490602910.593415,8128804264.237187,361798646.3562275
ITA,202203,766375128.9585376,775277987.8096707,-8902858.851133108,703196619.7597067,704234404.79534,679078665.959967,695184394.8914453,24117953.79973972,9050009.903894663,8512404647.605025,8199519972.9587965,312884674.6462289
ITA,202204,787016220.8066742,681481093.2392945,105535127.56737971,750317092.762149,729643337.0729648,692989272.0068898,693166740.4187628,57327820.755259156,36476596.654201984,8547844364.798751,8238688093.353916,309156271.4448353
ITA,202205,784783499.3483719,716734068.7777951,68049430.57057679,707165301.3162117,720226337.9460225,762503715.3576885,711523884.4415151,-55338414.041476846,8702453.504507422,8528079423.351581,8343869919.881327,184209503.47025442
ITA,202206,713920827.7980055,727176131.3039392,-13255303.505933762,724595973.2012677,727359455.7598761,697947834.8493644,717813607.4046475,26648138.35190332,9545848.355228662,8554897744.4305315,8395999118.296896,158898626.13363504
ITA,202207,726475476.5789138,731823456.9070929,-5347980.328179121,708446743.105505,713402672.5409948,706316342.82317,722255964.3434076,2130400.282335043,-8853291.802412868,8579883463.554176,8457634456.80967,122249006.74450588
ITA,202208,617200758.516965,559595253.1084296,57605505.40853548,728506748.751066,720516488.352613,692676099.0320783,698980092.2348709,35830649.7189877,21536396.11774206,8627223387.823975,8483965371.360811,143258016.4631629
ITA,202209,755042902.7213901,700727608.3603147,54315294.3610754,739559521.1559736,725504337.6708483,694909639.1654527,697967360.3402337,44649881.990520835,27536977.330614567,8636096173.996754,8506722020.827043,129374153.16971123
ITA,202210,730906793.7546992,667251649.6553138,63655144.09938538,733704175.4977936,733923481.8016111,706263595.2968333,697949777.8314549,27440580.20096028,35973703.97015619,8659355584.095602,8447656333.243565,211699250.8520367
ITA,202211,749650316.355387,797995784.836285,-48345468.48089802,733679953.3294791,735647883.3277487,720257241.2764281,707143491.9129047,13422712.053050995,28504391.414843917,8686011375.348845,8541157741.912707,144853633.43613708
ITA,202212,773692670.6476438,704660410.0710653,69032260.5765785,756155525.2950155,741179884.7074294,737196011.4565164,721238949.3432593,18959513.83849907,19940935.364170074,8730132828.016663,8534928350.421856,195204477.5948062
ITA,202301,700958290.2569429,786168013.1425066,-85209722.88556373,776956856.8321989,755597445.1522311,720047156.197932,725833469.6436256,56909700.63426685,29763975.50860548,8826590177.025623,8544648526.584646,281941650.44097745
ITA,202302,679583497.3201357,714303448.5109878,-34719951.190852046,689582930.2235779,740898437.450264,715316906.445732,724186691.3667269,-25733976.22215414,16711746.083537102,8785606383.063667,8563194905.722694,222411477.34097147
ITA,202303,848478304.0505173,852078778.3216476,-3600474.2711303234,769525950.6271445,745355245.8943071,721271380.6162456,718878481.0866365,48254570.01089883,26476764.807670593,8867709558.155647,8639995696.234673,227713861.92097425
ITA,202304,742002152.5585345,702615463.431657,39386689.12687755,754473026.7700431,737860635.8735884,734973269.5997586,723853852.2205788,19499757.17028451,14006783.653009653,8822695489.907507,8661130066.427034,161565423.4804721
ITA,202305,842014200.3904405,729189887.4017243,112824312.98871613,788638658.3663486,770879211.9211788,784853979.8967031,747032876.7042359,3784678.4696455,23846335.216942906,8879926190.949575,8673585885.050964,206340305.89861143
ITA,202306,878971367.7234339,823144619.4420295,55826748.281404376,883948220.7913911,809019968.6425943,788725455.7566855,769517568.4177157,95222765.03470564,39502400.22487867,9044976730.875004,8769554373.189054,275422357.68594956
ITA,202307,823436336.2499449,756810274.8592309,66626061.39071405,783346515.3309195,818644464.829553,751664315.4529337,775081250.368774,31682199.877985835,43563214.46077895,9141937590.546036,8794541191.141191,347396399.40484273
ITA,202308,692321541.9233477,593672922.7402616,98648619.18308616,786084205.5767039,817792980.5663382,703741352.7350312,748043707.9815502,82342852.84167266,69749272.58478796,9217058373.952417,8828618860.773026,388439513.1793934
ITA,202309,769036690.4276973,728879015.6034178,40157674.82427955,745988643.5449983,771806454.8175405,713506951.7037996,722970873.2972549,32481691.841198683,48835581.52028561,9231052161.658724,8856770268.016127,374281893.64259756
ITA,202310,773282710.4715072,658934977.3864619,114347733.08504534,758278391.6950611,763450413.6055878,707436609.5293915,708228304.6560742,50841782.16566956,55222108.949513674,9273428078.375532,8848453595.747276,424974482.6282575
ITA,202311,820739774.710925,645531654.3906692,175208120.32025576,806919652.696023,770395562.6453608,598487827.4447114,673143796.2259675,208431825.25131154,97251766.4193933,9344517536.731071,8695989465.301659,648528071.4294113
ITA,202312,802977178.5221088,640133960.0952101,162843218.42689872,789976951.1102142,785058331.8337661,690834019.1998835,665586152.0579954,99142931.91033077,119472179.77577066,9373802044.605536,8631463015.325804,742339029.2797315
ITA,202401,731686660.2428911,691371605.5148678,40315054.72802329,813272337.2152724,803389647.0071698,630563755.8985423,639961867.5143791,182708581.31673014,163427779.4927907,9404530414.591484,8536666607.698165,867863806.8933185
ITA,202402,770994082.9671754,615053183.7068237,155940899.26035166,769398065.655765,790882451.327084,620273654.8037449,647223809.9673902,149124410.85202014,143658641.35969377,9495941000.238522,8437416342.894002,1058524657.3445222
ITA,202403,793607428.5975266,856625951.8255372,-63018523.228010654,702490941.6133709,761720448.1614695,682578913.3012028,644472108.0011634,19912028.31216812,117248340.1603061,9441070124.785534,8441963516.39789,999106608.3876419
ITA,202404,731648201.6860723,633148669.7848462,98499531.90122616,829756085.6824746,767215030.9838701,677770006.0262989,660207524.7104155,151986079.65617573,107007506.27345467,9430716173.91307,8372496722.75108,1058219451.1619905
ITA,202405,848122679.1290612,620407776.0284624,227714903.1005988,830399531.9923007,787548853.0960487,674737910.2600583,678362276.5291867,155661621.73224247,109186576.56686199,9436824652.651691,8263714611.377818,1173110041.2738733
ITA,202406,786449240.8589823,748335483.2443926,38113757.61458969,781585158.9840544,813913592.2196099,716415533.0201524,689641149.7688366,65169625.963902,124272442.45077324,9344302525.78724,8188905475.180181,1155397050.6070585
ITA,202407,839872469.68254,627505866.2666031,212366603.41593695,774431997.6842105,795472229.5535218,635601813.2495983,675585085.5099363,138830184.43461227,119887144.04358542,9360738659.219835,8059601066.587553,1301137592.6322813
ITA,202408,723965977.6046438,587404256.7808232,136561720.8238206,788297145.6941445,781438100.7874699,662424177.6994215,671480507.989724,125872967.99472296,109957592.79774582,9392383094.90113,8053332400.628115,1339050694.273016
ITA,202409,830151696.1652793,714397203.3191835,115754492.8460958,797192404.7653036,786640516.0478863,690845910.8625454,662957300.6038551,106346493.90275824,123683215.44403112,9453498100.638712,8038850588.343882,1414647512.2948322
ITA,202410,813314262.0243484,640499474.2536721,172814787.77067626,775418352.1647258,786969300.8747247,697303280.5807984,683524456.3809218,78115071.5839274,103444844.4938029,9493529652.191555,8020415085.211091,1473114566.980463
ITA,202411,801082316.879784,577818192.9524971,223264123.92728686,790200246.4562163,787603667.7954153,534305314.20314544,640818168.5488298,255894932.2530709,146785499.2465855,9473872194.360413,7952701623.77292,1521170570.5874941
ITA,202412,791702581.2585893,629759596.4736111,161942984.78497815,783960119.0825062,783192905.9011494,706884212.591037,646164269.1249937,77075906.49146914,137028636.7761557,9462597597.096893,7942327260.15132,1520270336.9455736
ITA,202501,700870666.9297258,635963850.2300771,64906816.69964862,782396665.1819984,785519010.2402402,584790434.4183966,608659987.0708598,197606230.76360178,176859023.16938043,9431781603.783728,7886919504.866529,1544862098.917199
ITA,202502,790587074.8116773,541635958.2532772,248951116.55840015,774673751.4741021,780343511.9128689,547230174.0274192,612968273.6789509,227443577.44668293,167375238.23391795,9451374595.62823,7813502279.412983,1637872316.2152474
ITA,202503,754894545.5273327,853087365.3038008,-98192819.77646816,653714227.5819179,736928214.7460061,641601268.1722443,591207292.20602,12112959.409673572,145720922.53998613,9412661712.558037,7809963692.891247,1602698019.66679
ITA,202504,764660407.8915585,651805160.650919,112855247.24063957,963155511.0027951,797181163.3529383,715746567.7978748,634859336.6658462,247408943.2049203,162321826.68709207,9445673918.763523,7828620183.757319,1617053735.0062034
ITA,202505,748628905.4988878,658693449.7925813,89935455.70630646,766999310.7821391,794623016.4556173,725221995.8043289,694189943.924816,41777314.977810144,100433072.5308013,9346180145.13335,7866905857.521439,1479274287.6119108
ITA,202506,815660336.5928948,739448152.2844732,76212184.30842161,801151144.3868854,843768655.3906065,707731722.1155001,716233428.5725679,93419422.27138531,127535226.81803858,9375391240.867262,7858018526.56152,1517372714.3057427
ITA,202507,906416215.1131158,693988334.5313382,212427880.58177757,808963764.2454709,792371406.4714985,718217847.1255066,717057188.3484453,90745917.11996424,75314218.1230532,9441934986.297836,7924500994.826254,1517433991.4715834
ITA,202508,651962781.5349638,699583805.8954735,-47621024.360509634,680823893.3611859,763646267.3311807,749623078.6954356,725190882.6454808,-68799185.33424973,38455384.68569994,9369931790.228159,8036680543.940905,1333251246.2872531
ITA,202509,845061583.4388045,766512380.1297915,78549203.30901301,802327282.242949,764038313.2832018,732114051.8439218,733318325.888288,70213230.39902723,30719987.394913793,9384841677.501682,8088795720.751512,1296045956.7501702
ITA,202510,892290265.3083767,881630059.5366325,10660205.771744132,825030894.0555751,769394023.2199033,972295168.516689,818010766.3520155,-147264274.4611138,-48616743.132112145,9463817680.785711,8329926306.034472,1133891374.7512383
ITA,202511,800438884.4624445,790363238.327532,10075646.13491249,792696061.4585872,806684745.9190372,730142474.8694739,811517231.7433616,62553586.589113235,-4832485.824324369,9463174248.368372,8542471351.409508,920702896.958864
ITA,202512,1062842189.2382045,629476693.3537576,433365495.88444686,1060419424.2005334,892715459.9048986,736184132.455632,812873925.2805983,324235291.7449014,79841534.62430036,9734313856.347988,8542188448.289654,1192125408.0583327
ITA,202601,707313541.4267082,801387774.9501922,-94074233.52348399,795888873.2144464,883001452.9578557,742791750.1052659,736372785.8101239,53097123.10918057,146628667.14773178,9740756730.84497,8707612373.00977,1033144357.8352001
ITA,202602,861258430.2453991,734737592.9790485,126520837.26635063,826435789.9782168,894248029.1310655,744052173.2661489,741009351.942349,82383616.71206784,153238677.18871653,9811428086.27869,8900714007.73554,910714078.5431505
ITA,202603,952624731.9499663,1061912517.6109872,-109287785.66102087,807218533.5107554,809847732.2344729,753180469.8765306,746674797.7493151,54038063.63422477,63172934.48515773,10009158272.701324,9109539160.042727,899619112.6585978
ITA,202604,569718218.8902272,668934653.31194,-99216434.42171276,798418153.8703591,810690825.7864437,753482137.0358087,750238260.059496,44936016.83455038,60452565.726947665,9814216083.699993,9126668652.703747,687547430.9962455
JPN,201701,5297265003.576235,2634989517.439871,2662275486.136364,5967758945.134695,,2687705630.7372456,,3280053314.3974495,,,,
JPN,201702,6017784702.211515,2468853916.7075677,3548930785.5039477,6238906163.777934,,2778227450.86625,,3460678712.911684,,,,
JPN,201703,6456538149.7851515,3020118172.3883185,3436419977.396833,6052870175.713308,6086511761.54198,2802295276.656538,2756076119.420011,3250574899.0567703,3330435642.1219687,,,
JPN,201704,6134854285.588867,2791579995.640596,3343274289.9482713,6103368158.879964,6131714832.790402,2863264751.778274,2814595826.433687,3240103407.10169,3317119006.356715,,,
JPN,201705,5641812992.651666,2688009330.297059,2953803662.3546066,6252878160.079317,6136372164.890862,2851055164.936385,2838871731.123732,3401822995.142932,3297500433.7671304,,,
JPN,201706,6393347102.665207,3123442123.035738,3269904979.629469,6232016140.779096,6196087486.579459,3001176439.464389,2905165452.059683,3230839701.314707,3290922034.5197763,,,
JPN,201707,6179163796.561105,3135905110.8555727,3043258685.705532,6274568580.273407,6253154293.710607,2995966741.181444,2949399448.527406,3278601839.091963,3303754845.1832004,,,
JPN,201708,6482562705.016112,3009000665.7631626,3473562039.2529497,6207206595.296932,6237930438.783145,3029530044.3064027,3008891074.984079,3177676550.9905295,3229039363.799066,,,
JPN,201709,6628834653.44932,3115873645.5284824,3512961007.9208374,6535346373.858462,6339040516.476268,2966236826.3957033,2997244537.294516,3569109547.462759,3341795979.1817517,,,
JPN,201710,6482146945.814737,2879333816.1967764,3602813129.617961,6376202301.990628,6372918423.715341,2915355402.5772643,2970374091.093123,3460846899.413364,3402544332.6222177,,,
JPN,201711,6795935761.092723,3071158737.915518,3724777023.177205,6666510426.706153,6526019700.851748,3023236332.1531734,2968276187.042047,3643274094.5529795,3557743513.8097014,,,
JPN,201712,7386014174.7022295,3233720645.120748,4152293529.5814815,6621555370.488811,6554756033.061864,3128375283.2468696,3022322339.325769,3493180087.241941,3532433693.736095,75896260273.11487,35171985676.88941,40724274596.22546
JPN,201801,6216029228.119993,3175528324.184038,3040500903.935955,7103550978.250613,6797205591.815193,3224595776.1221166,3125402463.8407197,3878955202.1284966,3671803127.9744735,76815024497.65863,35712524483.633575,41102500014.025055
JPN,201802,6323104592.991421,2848236684.8815155,3474867908.1099052,6581228234.408889,6768778194.382771,3209541632.239601,3187504230.5361958,3371686602.1692877,3581273963.846575,77120344388.43854,36091907251.807526,41028437136.631004
JPN,201803,7539725066.12487,3332294427.100696,4207430639.024174,7117604486.138539,6934127899.599347,3172083941.5767136,3202073783.3128104,3945520544.5618258,3732054116.2865367,78203531304.77824,36404083506.5199,41799447798.25835
JPN,201804,6939352393.94179,3138370257.00843,3800982136.9333596,7030008639.692702,6909613786.746711,3202516134.652713,3194713902.8230095,3827492505.0399895,3714899883.9237013,79008029413.13116,36750873767.88773,42257155645.24344
JPN,201805,6603778241.377119,3104538979.291023,3499239262.0860963,7339975696.297004,7162529607.3760805,3258059635.9967637,3210886570.7420635,4081916060.30024,3951643036.634017,79969994661.85663,37167403416.8817,42802591244.97493
JPN,201806,6989211131.634754,3179054599.140797,3810156532.493957,6791284152.50237,7053756162.830692,3106578810.219183,3189051526.95622,3684705342.283187,3864704635.874472,80565858690.82617,37223015892.986755,43342842797.83942
JPN,201807,6932465441.291666,3278365181.541195,3654100259.750471,6956058453.009409,7029106100.602927,3176624873.2637343,3180421106.493227,3779433579.7456746,3848684994.1097,81319160335.55673,37365475963.67238,43953684371.88435
JPN,201808,7299458111.245269,3119873047.2221074,4179585064.0231614,7014177441.227975,6920506682.246585,3162595542.9703016,3148599742.151073,3851581898.2576733,3771906940.095512,82136055741.78589,37476348345.131325,44659707396.654564
JPN,201809,6692217252.274712,3487915247.7019687,3204302004.572743,6526377596.845231,6832204497.027538,3307000579.7187567,3215406998.650931,3219377017.1264744,3616797498.3766074,82199438340.61128,37848389947.30482,44351048393.30647
JPN,201810,6973357613.753831,3347887165.305133,3625470448.448698,6759564802.488449,6766706613.520551,3288202394.8201194,3252599505.836393,3471362407.6683297,3514107107.684158,82690649008.55038,38316943296.41317,44373705712.13721
JPN,201811,6497735421.807526,3424410386.9620442,3073325034.8454814,6402507244.786817,6562816548.040166,3371929583.8394537,3322377519.4594436,3030577660.947363,3240439028.5807223,82392448669.26517,38670194945.459694,43722253723.80549
JPN,201812,6564648795.437299,3284420789.5071692,3280228005.9301295,5831828905.302337,6331300317.525867,3144037490.0287504,3268056489.5627747,2687791415.2735863,3063243827.963093,81571083290.00024,38720895089.846115,42850188200.15414
JPN,201901,5616443953.422471,3225755579.857964,2390688373.564507,6492924857.753282,6242420335.947479,3268542385.9867163,3261503153.284973,3224382471.7665653,2980917182.662506,80971498015.30272,38771122345.52004,42200375669.782684
JPN,201902,5980259460.027762,2686893857.3450007,3293365602.6827617,6245489255.326834,6190081006.127484,3032116562.905938,3148232146.307135,3213372692.4208956,3041848859.820349,80628652882.33907,38609779517.98353,42018873364.355545
JPN,201903,6827054525.413336,3271928878.652521,3555125646.7608147,6482145172.039113,6406853095.039742,3200371197.63862,3167010048.843758,3281773974.400493,3239843046.1959844,79915982341.62753,38549413969.535355,41366568372.09218
JPN,201904,6252326284.671736,2885095938.4580255,3367230346.2137103,6438236490.414556,6388623639.260167,2925361117.694759,3052616292.746439,3512875372.7197967,3336007346.513728,79228956232.35748,38296139650.984955,40932816581.372536
JPN,201905,5811614581.79951,3035295132.0594335,2776319449.7400765,6471289187.995234,6463890283.482967,3151527322.3806577,3092419879.2380123,3319761865.614576,3371470404.244955,78436792572.77988,38226895803.753365,40209896769.02651
JPN,201906,6820252727.599913,3193233401.1751246,3627019326.424788,6614303911.234841,6507943196.54821,3166513595.5655527,3081134011.880323,3447790315.6692886,3426809184.667887,78267834168.74504,38241074605.78769,40026759562.957344
JPN,201907,6561200954.685015,3219547436.0730643,3341653518.6119504,6497361977.167246,6527651692.13244,3154658410.6557217,3157566442.867311,3342703566.511524,3370085249.2651286,77896569682.13838,38182256860.31956,39714312821.81882
JPN,201908,6952417603.677058,3113417983.4351683,3838999620.24189,6709789878.028797,6607151922.143628,3168263168.705668,3163145058.308981,3541526709.323129,3444006863.834647,77549529174.57016,38175801796.53262,39373727378.03755
JPN,201909,6903373828.323178,3351622378.382881,3551751449.940297,6666411975.841775,6624521277.012607,3161419666.5021853,3161447081.954525,3504992309.3395896,3463074195.0580816,77760685750.61864,38039508927.21353,39721176823.405106
JPN,201910,7114376028.490028,3487195506.0678105,3627180522.422218,6807504009.746403,6727901954.538991,3332076499.123639,3220586444.777164,3475427510.6227636,3507315509.761827,77901704165.35484,38178817267.97621,39722886897.378624
JPN,201911,6856607589.856244,3214663316.7816777,3641944273.0745664,6789899196.538166,6754605060.708781,3157376624.6251636,3216957596.7503295,3632522571.9130025,3537647463.9584517,78260576333.40355,37969070197.795845,40291506135.607704
JPN,201912,7521978427.0337715,3383078891.5878854,4138899535.445886,6627905754.562637,6741769653.615735,3203817918.354322,3231090347.367708,3424087836.2083154,3510679306.248027,79217905965.00003,38067728299.87656,41150177665.12347
JPN,202001,5601518177.516529,3105008804.359033,2496509373.157496,6526154497.612568,6647986482.904457,3160631471.9450674,3173942004.974851,3365523025.6675005,3474044477.929606,79202980189.09409,37946981524.377625,41255998664.71645
JPN,202002,6520712116.780063,2983686422.465235,3537025694.3148274,6830014372.774582,6661358208.316596,3380628396.5976105,3248359262.299,3449385976.1769714,3412998946.0175962,79743432845.84637,38243774089.49786,41499658756.34852
JPN,202003,6935443987.337449,3269171646.291843,3666272341.045606,6637741672.981237,6664636847.789462,3294904755.2821283,3278721541.2749352,3342836917.699109,3385915306.514527,79851822307.7705,38241016857.137184,41610805450.633316
JPN,202004,6365226518.565642,3173502788.871336,3191723729.6943064,6662118455.890135,6709958167.215318,3203037759.026664,3292856970.302134,3459080696.863471,3417101196.9131837,79964722541.6644,38529423707.55049,41435298834.11391
JPN,202005,5961631892.461018,3193097828.619619,2768534063.8413987,6665453421.920772,6655104516.930715,3283202389.5324354,3260381634.613743,3382251032.388336,3394722882.316972,80114739852.3259,38687226404.11067,41427513448.21523
JPN,202006,6345656440.098001,3217960879.6093845,3127695560.488616,6154416932.370614,6493996270.060506,3214541588.2913966,3233593912.2834983,2939875344.0792174,3260402357.7770076,79640143564.82399,38711953882.54494,40928189682.27905
JPN,202007,6845608350.48151,3146331034.417749,3699277316.063761,6705442797.73989,6508437717.343759,3106227871.2834992,3201323949.702444,3599214926.456391,3307113767.6413145,79924550960.62048,38638737480.889626,41285813479.73087
JPN,202008,6982331284.360484,2993484363.040162,3988846921.320322,6804939941.052314,6554933223.72094,3044881453.249669,3121883637.608188,3760058487.8026447,3433049586.1127515,79954464641.30392,38518803860.49461,41435660780.8093
JPN,202009,7352191316.020231,3469061235.0998054,3883130080.920426,7037869832.243384,6849417523.678529,3263083239.3739824,3138064187.96905,3774786592.869402,3711353335.709479,80403282129.00098,38636242717.21154,41767039411.78943
JPN,202010,7406913016.114215,3625613871.6244235,3781299144.4897914,7030061747.280898,6957623840.192199,3399619095.4629526,3235861262.695535,3630442651.8179455,3721762577.4966636,80695819116.62515,38774661082.76815,41921158033.857
JPN,202011,7055876557.864135,3208186959.8704233,3847689597.9937115,7024147606.1441145,7030693061.889465,3153025932.145682,3271909422.327539,3871121673.9984326,3758783639.5619264,80895088084.63304,38768184725.856895,42126903358.77615
JPN,202012,8384739325.918543,3688347559.7903876,4696391766.128155,7355814021.817533,7136674458.414182,3455094644.7435484,3335913224.117395,3900719377.073984,3800761234.296787,81757848983.51782,39073453394.0594,42684395589.45841
JPN,202101,7417825874.009307,3753771694.895501,3664054179.113806,8597336495.742,7659099374.567883,3891111731.0479255,3499744102.645718,4706224764.694075,4159355271.9221644,83574156680.0106,39722216284.59587,43851940395.41473
JPN,202102,7173245428.488598,3038386883.561158,4134858544.9274397,7461095977.50055,7804748831.686694,3458883674.96085,3601696683.584108,4002212302.5397005,4203052148.1025863,84226689991.71913,39776916745.69179,44449773246.027336
JPN,202103,7854616830.195791,3350807656.4991884,4503809173.696603,7446081410.924354,7834837961.388968,3488389649.851375,3612795018.62005,3957691761.0729785,4222042942.7689185,85145862834.57748,39858552755.89914,45287310078.67833
JPN,202104,8411121868.789295,3766823248.577083,4644298620.212212,8808794367.684082,7905323918.702995,3763176676.2739663,3570150000.362064,5045617691.410116,4335173918.340931,87191758184.80113,40451873215.60488,46739884969.19624
JPN,202105,7208570572.116462,3502374141.3422627,3706196430.774199,8038370838.120673,8097748872.243037,3541154086.956375,3597573471.027239,4497216751.164298,4500175401.215798,88438696864.45657,40761149528.32753,47677547336.129036
JPN,202106,8034741323.807007,3670554567.6833315,4364186756.123675,7841291278.158972,8229485494.654575,3593610262.0976954,3632647008.442679,4247681016.0612764,4596838486.211897,90127781748.16557,41213743216.401474,48914038531.76411
JPN,202107,8458458787.69509,3967408100.6115785,4491050687.083511,8235593351.574474,8038418489.284706,3921870059.1123605,3685544802.7221437,4313723292.462114,4352873686.562563,91740632185.37917,42034820282.59531,49705811902.78385
JPN,202108,8226466219.886226,3819552834.3549237,4406913385.5313015,8189169893.6015,8088684841.111649,3829638633.186732,3781706318.1322627,4359531260.414768,4306978522.979385,92984767120.9049,42860888753.910065,50123878366.99483
JPN,202109,8622973232.301743,4268810199.2646103,4354163033.037132,8229586623.922167,8218116623.032714,4013942535.8227663,3921817076.0406194,4215644088.0994005,4296299546.992094,94255549037.1864,43660637718.07487,50594911319.11154
JPN,202110,8682105193.791565,4125064134.104524,4557041059.68704,8311512946.10911,8243423154.544259,3953696176.890508,3932425781.9666686,4357816769.218601,4310997372.577591,95530741214.86377,44160087980.55498,51370653234.308784
JPN,202111,8593634494.859474,4180013432.2085395,4413621062.650934,8633426084.427002,8391508551.486093,4087567204.9295344,4018401972.547603,4545858879.497467,4373106578.93849,97068499151.8591,45131914452.89309,51936584698.966
JPN,202112,9552825828.782238,4357829521.894074,5194996306.888164,8408166521.78953,8451035184.108548,4048395351.2545986,4029886244.3582134,4359771170.534931,4421148939.750335,98236585654.7228,45801396414.99677,52435189239.72602
JPN,202201,7432450834.006747,3973205656.391882,3459245177.6148653,8529669021.566613,8523753875.927715,4220681424.4251404,4118881326.869758,4308987597.141473,4404872549.057957,98251210614.72023,46020830376.49316,52230380238.22708
JPN,202202,8086705971.3476515,3650099478.833507,4436606492.514145,8463431716.558493,8467089086.638211,4233986598.544633,4167687791.4081235,4229445118.0138597,4299401295.230087,99164671157.5793,46632542971.7655,52532128185.81378
JPN,202203,8888386308.988499,4594367984.034955,4294018324.9535437,8214511764.609864,8402537500.911656,4836599912.382759,4430422645.117511,3377911852.227105,3972114855.7941456,100198440636.372,47876103299.30127,52322337337.07072
JPN,202204,7861269681.546798,4143393269.008872,3717876412.5379257,8160652956.654002,8279532145.940787,4068231411.451468,4379605974.1262865,4092421545.202534,3899926171.814501,99648588449.1295,48252673319.73306,51395915129.39643
JPN,202205,7359477459.239346,4347230328.968253,3012247130.2710924,8203308114.772935,8192824278.678933,4306634242.422578,4403821855.418935,3896673872.350357,3789002423.2599983,99799495336.2524,49097529507.359055,50701965828.89333
JPN,202206,8416048275.96237,4622819942.826746,3793228333.135624,8306567682.235839,8223509584.554259,4419973674.12284,4264946442.665629,3886594008.112999,3958563141.8886304,100180802288.40775,50049794882.502464,50131007405.90527
JPN,202207,8723638243.018845,4368975905.109679,4354662337.909165,8524509875.294964,8344795224.101246,4336284937.492241,4354297618.012553,4188224937.802723,3990497606.0886927,100445981743.7315,50451362687.000565,49994619056.730934
JPN,202208,7761929733.608631,4524773203.144045,3237156530.4645863,7694651260.220126,8175242939.25031,4493416837.706825,4416558483.107303,3201234422.513301,3758684456.1430073,99981445257.4539,51156583055.78969,48824862201.664215
JPN,202209,8207742334.325756,4530900016.493459,3676842317.8322973,7843056946.395461,8020739360.636849,4223784042.4745455,4351161939.224537,3619272903.9209156,3669577421.4123125,99566214359.4779,51418672873.01854,48147541486.45939
JPN,202210,8034853329.834577,4834118805.5512295,3200734524.283347,7759335562.00657,7765681256.207385,4785690971.902732,4500963950.694701,2973644590.103838,3264717305.512684,98918962495.52092,52127727544.46524,46791234951.055695
JPN,202211,7414812526.463193,4504730320.774481,2910082205.688712,7508175522.018211,7703522676.806747,4351675201.28988,4453716738.555718,3156500320.7283316,3249805938.251029,97740140527.12465,52452444433.03118,45287696094.09346
JPN,202212,8367437684.207498,4700892788.860369,3666544895.347129,7423996352.235008,7563835812.0865965,4347432400.998277,4494932858.063629,3076563951.2367315,3068902954.0229673,96554752382.54991,52795507699.99748,43759244682.55243
JPN,202301,6400060674.593317,3921875826.0874834,2478184848.5058336,7253350580.732729,7395174151.661983,4284276172.373698,4327794591.553951,2969074408.3590307,3067379560.1080313,95522362223.13647,52744177869.69308,42778184353.4434
JPN,202302,6986301391.800101,3577633980.57852,3408667411.2215815,7396680534.360483,7358009155.776073,4157028783.1311483,4262912452.167708,3239651751.229335,3095096703.6083655,94421957643.58893,52671712371.438095,41750245272.15084
JPN,202303,8375310975.903664,3888638439.9627647,4486672535.940899,7555860005.002912,7401963706.698708,4074800698.1635556,4172035217.8894672,3481059306.839356,3229928488.8092403,93908882310.50409,51965982827.3659,41942899483.1382
JPN,202304,7151827171.882539,4430582469.245762,2721244702.636777,7321441506.446946,7424660681.93678,4269722543.512799,4167184008.2691674,3051718962.9341474,3257476673.6676126,93199439800.83983,52253172027.60279,40946267773.237045
JPN,202305,6213617411.520528,4400311269.631597,1813306141.8889313,6944381538.441774,7273894349.963878,4405308539.112618,4249943926.9296575,2539072999.329156,3023950423.03422,92053579753.12102,52306252968.26613,39747326784.85488
JPN,202306,7130418951.365912,3694702385.5308347,3435716565.835078,7148646843.106123,7138156629.3316145,3384232864.520981,4019754649.0487995,3764413978.585142,3118401980.282815,90767950428.52457,51378135410.97022,39389815017.55434
JPN,202307,7042201579.372,4130489530.0185995,2911712049.3534,6910652161.730529,7001226847.759476,4174758777.4674125,3988100060.367004,2735893384.2631164,3013126787.392472,89086513764.8777,51139649035.87914,37946864728.998566
JPN,202308,6546570980.640497,4213675420.93341,2332895559.707087,6474695963.719875,6844664989.518842,4239275097.2508616,3932755579.746418,2235420866.4690137,2911909409.7724237,87871155011.90958,50828551253.66851,37042603758.24107
JPN,202309,7322298814.219673,3598741478.459819,3723557335.7598543,6960040409.069415,6781796178.173274,3401984278.6320534,3938672717.783442,3558056130.4373617,2843123460.389832,86985711491.80351,49896392715.634865,37089318776.168625
