iso,period,exports,imports,net,exports_sa,exports_sa3m,imports_sa,imports_sa3m,net_sa,net_sa3m,exports_12m,imports_12m,net_12m
CHE,201803,237777203.43478346,305662556.031272,-67885352.59648854,220076345.56693286,221979670.25753954,290086663.4870053,298582128.18771124,-70010317.92007244,-76602457.9301717,2679038269.947675,3416328612.5106306,-737290342.5629555
CHE,201804,221834431.77077731,296268812.5459232,-74434380.77514586,226319012.39421937,220801903.29218575,321678599.8632661,305133661.9715119,-95359587.46904674,-84331758.67932615,2686348003.974984,3480748075.9958277,-794400072.0208435
CHE,201805,224476281.6165802,299572613.76527995,-75096332.14869976,230620011.89486888,225671789.95200703,306547304.0428813,306104189.1310509,-75927292.14801243,-80432399.17904386,2699144770.602262,3517348189.2507815,-818203418.6485195
CHE,201806,241656366.3185422,310259091.8545735,-68602725.53603128,237710127.8019037,231549717.363664,312671111.20001626,313632338.36872125,-74960983.39811257,-82082621.00505725,2706142165.919554,3561979027.35023,-855836861.4306757
CHE,201807,251878398.3960918,295008899.5372837,-43130501.14119193,235976006.46464562,234768715.3871394,293572154.64667016,304263523.29652256,-57596148.18202454,-69494807.90938315,2725512628.4621444,3583406972.0781446,-857894343.6160004
CHE,201808,246572270.31048676,285578823.87469834,-39006553.56421158,271199962.834144,248295365.7002311,292521422.14443856,299588229.330375,-21321459.31029457,-51292863.63014391,2766297156.7573795,3584847404.7572002,-818550247.999821
CHE,201809,239850008.45976406,283307928.33285105,-43457919.87308699,235440828.9275728,247538932.74212083,282208354.6474985,289433977.1462024,-46767525.7199257,-41895044.40408155,2773983283.9335117,3579016552.24667,-805033268.3131584
CHE,201810,243342214.48045444,326043515.5334088,-82701301.05295438,229353959.5354202,245331583.76571235,305184023.36252296,293304600.0514867,-75830063.82710275,-47973016.28577432,2778069461.6695294,3606496930.4917703,-828427468.8222411
CHE,201811,231409959.8525112,324878369.17261356,-93468409.32010236,232302081.5071697,232365623.32338753,300906790.35472757,296099722.7882497,-68604708.84755787,-63734099.46486214,2786904084.174366,3614923624.868759,-828019540.6943934
CHE,201812,208080438.7819837,289888871.2374706,-81808432.45548692,204696003.08851698,222117348.04370227,294017233.0071223,300036015.57479095,-89321229.9186053,-77918667.53108868,2765701668.3275223,3610723724.6979747,-845022056.3704526
CHE,201901,240607020.34249514,330747301.2556231,-90140280.91312796,255940124.40965796,230979403.00178155,313911023.78676033,302945015.7162034,-57970899.377102375,-71965612.71442184,2790751819.4828954,3624847672.0054226,-834095852.5225267
CHE,201902,231022250.8985549,284690489.374807,-53668238.47625211,245568269.76177675,235401465.75331724,308165983.16845065,305364746.6541111,-62597713.40667391,-69963280.90079385,2818506844.6630254,3631907272.515805,-813400427.8527796
CHE,201903,262558100.6423513,328720083.2031291,-66161982.56077781,238613029.2225224,246707141.13131905,317412142.9796679,313163049.97829294,-78799113.7571455,-66455908.846973896,2843287741.870593,3654964799.6876616,-811677057.8170689
CHE,201904,238922063.06518105,312509756.19438386,-73587693.12920281,238155481.50150385,240778926.828601,336797609.28441983,320791911.8108461,-98642127.78291598,-80012984.98224509,2860375373.1649966,3671205743.3361225,-810830370.1711259
CHE,201905,255272350.24283502,351820740.00735605,-96548389.76452103,261118727.33469915,245962412.68624178,369232639.9084601,341147464.0575159,-108113912.57376093,-95185051.37127414,2891171441.791251,3723453869.578199,-832282427.7869471
CHE,201906,224881172.28828016,284779661.2799302,-59898488.991650015,228099744.5088968,242457984.4483666,284597298.0896388,330209182.42750627,-56497553.58074203,-87751197.97913966,2874396247.7609897,3697974439.0035553,-823578191.2425659
CHE,201907,261968925.9856853,324780274.5815432,-62811348.59585792,244273272.9501372,244497248.26457772,319881903.0431077,324570613.6804022,-75608630.09297049,-80073365.4158245,2884486775.350583,3727745814.047815,-843259038.6972318
CHE,201908,218326525.3651129,290289291.7380195,-71962766.37290663,241166382.39980274,237846466.61961225,305661272.8171997,303380157.9833154,-64494890.41739696,-65533691.36370316,2856241030.405209,3732456281.911136,-876215251.505927
CHE,201909,232861369.8785007,317008144.0112822,-84146774.1327815,229568226.44085366,238335960.59693122,319787350.5321248,315110175.46414405,-90219124.09127116,-76774214.86721283,2849252391.8239455,3766156497.589567,-916904105.7656214
CHE,201910,264334904.56156135,323624811.19641423,-59289906.634852886,251340183.19690406,240691597.34585348,295981244.17793024,307143289.17575157,-44641060.98102617,-66451691.82989809,2870245081.9050527,3763737793.2525725,-893492711.34752
CHE,201911,254302328.3353047,322086651.0295042,-67784322.69419947,253984221.84683928,244964210.49486566,298307183.06424004,304691925.92476505,-44322961.21740076,-59727715.429899395,2893137450.3878465,3760946075.109463,-867808624.7216171
CHE,201912,248011750.88199458,298377932.7393658,-50366181.85737124,247759941.51170355,251028115.5184823,296288867.65507245,296859098.2990809,-48528926.1433689,-45830982.78059861,2933068762.487857,3769435136.6113586,-836366374.1235013
CHE,202001,226214959.16916865,314470718.72316325,-88255759.5539946,240258147.9329875,247334103.76384345,298902100.5487795,297832717.089364,-58643952.61579198,-50498613.325520545,2918676701.314531,3753158554.078899,-834481852.764368
CHE,202002,226855057.21944597,280287468.4374047,-53432411.21795872,240067954.45438907,242695347.96636,301551764.2362268,298914244.14669293,-61483809.78183773,-56218896.18033293,2914509507.6354213,3748755533.141496,-834246025.5060747
CHE,202003,242457570.61794746,300843955.8829908,-58386385.26504332,215896110.30556616,232074070.8976476,294181858.7670704,298211907.8506923,-78285748.46150425,-66137836.95304468,2894408977.6110177,3720879405.821358,-826470428.2103401
CHE,202004,198076310.99909458,271669340.85590726,-73593029.85681269,193003537.2323873,216322533.9974475,289780723.6125129,295171448.87193674,-96777186.38012558,-78848914.87448925,2853563225.5449314,3680038990.4828815,-826475764.9379501
CHE,202005,199782149.46874395,285261343.04697514,-85479193.57823119,202690475.9393505,203863374.49243465,307362679.46731824,297108420.6156339,-104672203.52796775,-93245046.12319925,2798073024.7708406,3613479593.5225,-815406568.7516601
CHE,202006,229399760.6464297,302561977.5979018,-73162216.95147213,238468671.38102296,211387561.51758692,300996219.719178,299379874.2663364,-62527548.33815506,-87992312.74874946,2802591613.1289897,3631261909.840472,-828670296.7114823
CHE,202007,267530564.45765236,314936128.4466185,-47405563.98896614,249399227.9767605,230186125.09904465,306566220.3064959,304975039.8309974,-57166992.3297354,-74788914.73195276,2808153251.600957,3621417763.7055473,-813264512.1045905
CHE,202008,217123577.15983936,298582554.6710369,-81458977.51119754,240922358.88117242,242930086.07965195,322087084.36884034,309883174.7981714,-81164725.48766792,-66953088.71851945,2806950303.3956833,3629711026.638565,-822760723.2428814
CHE,202009,252289420.81610525,311834354.1471248,-59544933.33101958,249335234.9469397,246552273.93495753,317400002.60769415,315351102.4276768,-68064767.66075444,-68798828.49271926,2826378354.333288,3624537236.7744074,-798158882.4411194
CHE,202010,272374074.94357544,374380726.1041532,-102006651.16057777,261720255.73343736,250659283.18718314,335267191.4941613,324918092.82356524,-73546935.76072395,-74258809.6363821,2834417524.715302,3675293151.6821465,-840875626.9668443
CHE,202011,254682057.15037483,361590883.37387735,-106908826.22350252,252616794.54673252,254557428.40903652,334588971.60344803,329085388.5684345,-81972177.05671552,-74527960.15939796,2834797253.530372,3714797384.02652,-880000130.4961474
CHE,202012,263366438.17147878,348193261.52425814,-84826823.35277936,268506660.0523548,260947903.4441749,337177045.0777742,335677736.0584612,-68670385.02541941,-74729832.6142863,2850151940.8198566,3764612712.811412,-914460771.9915555
CHE,202101,247485339.0342173,302595451.8704109,-55110112.83619362,266432053.54110205,262518502.71339646,289161413.91439945,320309143.5318739,-22729360.373297393,-57790640.81847742,2871422320.684905,3752737445.9586596,-881315125.2737546
CHE,202102,231070379.86346936,272759314.62476796,-41688934.7612986,242467568.85832104,259135427.48392594,292526893.96895945,306288450.9870444,-50059325.11063841,-47153023.503118455,2875637643.3289285,3745209292.146023,-869571648.8170944
CHE,202103,313422177.26239353,347910080.8156083,-34487903.55321479,274374976.8246788,261091533.0747006,339351384.92291135,307013230.93542343,-64976408.09823257,-45921697.86072284,2946602249.9733744,3792275417.0786405,-845673167.1052659
CHE,202104,291593800.36625504,330819051.33895695,-39225250.97270191,277662000.8417575,264834848.84158573,356931685.5007914,329603321.4642207,-79269684.6590339,-64768472.62263498,3040119739.340535,3851425127.5616903,-811305388.221155
CHE,202105,270833162.0705188,315732403.9223996,-44899241.85188079,277226099.73079336,276421025.7990765,345040851.6561911,347107974.0266313,-67814751.92539775,-70686948.2275548,3111170751.9423094,3881896188.4371147,-770725436.4948047
CHE,202106,318325992.3594911,385814480.737606,-67488488.37811488,326511439.8084292,293799846.79366,375995660.3232128,359322732.4933984,-49484220.51478362,-65522885.69973844,3200096983.655371,3965148691.5768185,-765051707.9214475
CHE,202107,299349256.8212547,389765310.1133025,-90416053.29204786,283891641.9867701,295876393.84199756,379076860.90751874,366704457.62897426,-95185218.92074865,-70828063.7869767,3231915676.0189734,4039977873.2435026,-808062197.2245293
CHE,202108,271401044.888098,331630756.62378216,-60229711.73568416,298158943.5285913,302854008.44126344,367698826.7155968,374257115.9821095,-69539883.18700552,-71403107.54084605,3286193143.747232,4073026075.196248,-786832931.4490159
CHE,202109,301415592.8900452,360242765.67153805,-58827172.78149283,293250811.0952716,291767132.2035443,375385792.145043,374053826.58938617,-82134981.04977143,-82286694.38584185,3335319315.8211718,4121434486.720661,-786115170.899489
CHE,202110,286473527.6645859,369913716.9140166,-83440189.24943072,280733511.6904414,290714422.10476804,329261115.1811735,357448578.0139378,-48527603.490732074,-66734155.90916973,3349418768.5421824,4116967477.5305247,-767548708.988342
CHE,202111,290166314.8761175,412644618.3937772,-122478303.51765966,287988403.11389345,287324241.9665355,384078330.96376526,362908412.7633273,-96089927.84987181,-75584170.79679179,3384903026.2679253,4168021212.550424,-783118186.2824991
CHE,202112,265483118.72336555,422490170.4130908,-157007051.68972528,277541208.7546406,282087707.8529918,402479904.0047968,371939783.38324517,-124938695.25015622,-89852075.53025335,3387019706.819812,4242318121.4392567,-855298414.6194451
CHE,202201,261018003.97167596,395791284.61788243,-134773280.64620647,279577898.210266,281702503.3596,380251215.3412009,388936483.43658763,-100673317.1309349,-107233980.07698762,3400552371.7572703,4335513954.1867285,-934961582.4294579
CHE,202202,282892244.64714867,360618151.23105586,-77725906.58390719,293699155.5737337,283606087.51288,385403309.84989,389378143.06529593,-91704154.2761563,-105772055.5524159,3452374236.54095,4423372790.793016,-970998554.2520666
CHE,202203,346599872.61610645,410300684.36057764,-63700811.74447119,304885561.63630396,292720871.8067678,393710931.4130779,386455152.2013896,-88825369.77677393,-93734280.39462179,3485551931.894663,4485763394.337986,-1000211462.4433229
CHE,202204,313450943.23705244,362125652.29644084,-48674709.0593884,294719868.9752316,297768195.3950897,389269018.7111938,389461086.6580539,-94549149.73596221,-91692891.26296419,3507409074.76546,4517069995.295469,-1009660920.5300095
CHE,202205,277261394.1845018,356302106.8279881,-79040712.64348626,293434348.7511208,297679926.4542188,385087249.36643404,389355733.16356856,-91652900.61531323,-91675806.70934975,3513837306.8794436,4557639698.201058,-1043802391.321615
CHE,202206,303861086.2211965,415220730.6338598,-111359644.41266334,301023554.91611314,296392590.88082176,399245283.10012627,391200517.05925137,-98221728.18401313,-94807926.1784296,3499372400.7411485,4587045948.097312,-1087673547.3561633
CHE,202207,274932939.17163247,372301991.9281047,-97369052.75647223,263465025.09812063,285974309.58845145,361824395.4297032,382052309.2987545,-98359370.33158255,-96077999.71030307,3474956083.0915265,4569582629.912114,-1094626546.8205876
CHE,202208,273212894.2769308,416082791.3868616,-142869897.1099308,295599736.16227,286696105.39216787,466118732.4855815,409062803.67180365,-170518996.3233115,-122366698.27963579,3476767932.4803596,4654034664.675194,-1177266732.1948342
CHE,202209,288124507.0096842,504133235.4584941,-216008728.44880992,276181144.58619493,278415301.9488618,521214906.1195461,449719344.67827696,-245033761.53335118,-171304042.72941518,3463476846.5999985,4797925134.46215,-1334448287.8621516
CHE,202210,285241883.3184793,434073835.9162919,-148831952.5978126,281939335.47418606,284573405.4075503,390588719.9024607,459307452.8358628,-108649384.42827463,-174734047.42831254,3462245202.253892,4862085253.464425,-1399840051.2105331
CHE,202211,318878798.9899299,406391622.83320314,-87512823.84327322,318160294.8628871,292093591.6410894,388152116.6588637,433318580.89362353,-69991821.79597664,-141224989.25253415,3490957686.367704,4855832257.9038515,-1364874571.5361469
CHE,202212,378375851.61583793,398128335.6970496,-19752484.081211686,402552188.3356345,334217272.8909025,379553792.47625303,386098209.6791925,22998395.859381497,-51880936.788289964,3603850419.2601767,4831470423.18781,-1227620003.9276333
CHE,202301,298190637.7579373,399294373.71329486,-101103735.95535755,317679715.22029114,346130732.8062709,384385507.17916036,384030472.10475904,-66705791.95886922,-37899739.29848814,3641023053.046438,4834973512.283222,-1193950459.2367845
CHE,202302,305021144.8352827,349690336.1133046,-44669191.27802193,307986669.7869578,342739524.4476278,370927217.32711464,378288838.994176,-62940547.54015684,-35549314.54654819,3663151953.2345715,4824045697.16547,-1160893743.9308991
CHE,202303,343828511.6368349,455323882.9153056,-111495371.2784707,314544915.34699446,313403766.7847478,425910334.6036045,393741019.70329314,-111365419.25661004,-80337252.91854537,3660380592.2553005,4869068895.720199,-1208688303.4648986
CHE,202304,300663379.28885394,340682423.2915345,-40019044.00268054,283295304.84501964,301942296.65965724,365890287.9344483,387575946.62172246,-82594983.08942866,-85633649.96206522,3647593028.307102,4847625666.715293,-1200032638.4081907
CHE,202305,293793876.16245234,349604795.4263927,-55810919.263940334,314534686.1046748,304124968.76556295,367302047.7722176,386367556.7700901,-52767361.667542756,-82242588.00452715,3664125510.2850523,4840928355.313697,-1176802845.028645
CHE,202306,338320685.6058736,363590407.9066528,-25269722.300779223,330574933.7974676,309468308.24905396,357770628.9636745,363654321.5567801,-27195695.166206896,-54186013.307726145,3698585109.6697297,4789298032.586491,-1090712922.9167607
CHE,202307,322026935.5519489,379171759.90211153,-57144824.350162625,307360338.9258245,317489986.275989,369516658.2454737,364863111.6604552,-62156319.31964916,-47373125.38446623,3745679106.050046,4796167800.560497,-1050488694.5104512
CHE,202308,306822756.80261654,397401400.1230441,-90578643.32042754,329267198.7688425,322400823.83071154,451258816.7256006,392848701.31158286,-121991617.95675808,-70447877.48087132,3779288968.5757313,4777486409.2966795,-998197440.7209479
CHE,202309,345395125.9472029,433845344.68488175,-88450218.73767883,329896624.64005363,322174720.77824014,446262764.5366616,422346079.8359119,-116366139.896608,-100171359.05767179,3836559587.5132504,4707198518.523067,-870638931.0098166
CHE,202310,330927911.0237229,352096908.1998801,-21168997.176157236,319218619.2605556,326127480.8898172,318636576.38250875,405386052.54825705,582042.8780468702,-79258571.65843987,3882245615.2184935,4625221590.806655,-742975975.5881615
CHE,202311,316779277.228826,339070097.1032632,-22290819.874437213,316909270.7235814,322008171.54139686,326859398.1021259,363919579.6737654,-9950127.37854451,-41911408.132368565,3880146093.45739,4557900065.076715,-677753971.6193254
CHE,202312,302873609.00534856,344987028.203821,-42113419.19847244,316327051.2076185,317484980.3972518,338734682.8291681,328076885.7712676,-22407631.621549606,-10591905.374015808,3804643850.8469005,4504758757.583487,-700114906.7365861
CHE,202401,317791811.9066416,343513415.0752275,-25721603.168585896,341082412.8198524,324772911.583684,332996308.42510855,332863463.1188008,8086104.39474386,-8090551.535116792,3824245024.995605,4448977798.945419,-624732773.9498144
CHE,202402,333762063.24420494,324407929.3840977,9354133.860107243,341820388.9199411,333076617.6491373,346444248.7688965,339391746.67439103,-4623859.848955393,-6315129.025253713,3852985943.404527,4423695392.216212,-570709448.8116853
CHE,202403,306071942.09532124,357031478.4766174,-50959536.38129616,291103727.9276387,324668843.2224774,325620534.9239679,335020364.03932434,-34516806.99632919,-10351520.816846967,3815229373.8630133,4325402987.777524,-510173613.9145108
CHE,202404,340775811.2811032,369824045.71851283,-29048234.43740964,324650794.4123561,319191637.0866453,383171112.9990453,351745298.8973033,-58520318.586689234,-32553661.810657978,3855341805.8552628,4354544610.204502,-499202804.3492399
CHE,202405,333989573.9535221,309071946.8617051,24917627.09181696,360194133.6322946,325316218.65742975,314105815.08141476,340965821.001476,46088318.550879836,-15649602.344046235,3895537503.6463323,4314011761.639815,-418474257.9934826
CHE,202406,325849661.6225367,360515983.02017874,-34666321.39764202,317539537.29794085,334128155.11419713,363432286.4216922,353569738.1673841,-45892749.12375134,-19441583.053186953,3883066479.6629953,4310937336.753341,-427870857.0903454
CHE,202407,330159164.2920814,326403046.1237772,3756118.168304205,313692292.08221406,330475321.00414985,318615710.9293046,332051270.81080383,-4923418.847090542,-1575949.8066539764,3891198708.403128,4258168622.9750066,-366969914.57187855
CHE,202408,285574697.6103105,280325761.5432812,5248936.067029297,302993123.4910642,311408317.62373966,322634765.72994846,334894254.3603151,-19641642.23888427,-23485936.736575425,3869950649.210822,4141092984.3952436,-271142335.1844217
CHE,202409,320305474.1051704,311287575.3672238,9017898.73794663,304019555.9343744,306901657.1692175,318698868.0044414,319983114.88789815,-14679312.070066988,-13081457.71868062,3844860997.3687897,4018535215.077586,-173674217.70879626
CHE,202410,320519776.8843469,346386883.7535072,-25867106.869160295,299665036.99132794,302225905.47225547,314327332.3748108,318553655.3697335,-14662295.383482873,-16327749.897478044,3834452863.229414,4012825190.631213,-178372327.40179932
CHE,202411,304894485.48659104,313889669.0067225,-8995183.520131469,305772721.3578269,303152438.0945097,304676358.4917662,312567519.6236728,1096362.8660606742,-9415081.529163063,3822568071.487179,3987644762.5346723,-165076691.04749358
CHE,202412,387682115.4750695,369311518.1547798,18370597.32028973,398178397.5524167,334538718.63385713,373905195.5472644,330969628.8046138,24273202.005152285,3569089.8292433023,3907376577.9568996,4011969252.485631,-104592674.5287314
CHE,202501,271617920.8953824,333188774.69632775,-61570853.80094534,292117435.1889304,332022851.3663913,326231428.2897155,334937660.7762487,-34113993.100785136,-2914809.4098573923,3861202686.9456406,4001644612.1067314,-140441925.16109085
CHE,202502,265143996.24313858,281619159.9279485,-16475163.684809893,273277406.25992304,321191079.66709,302064988.48081857,334067204.10593283,-28787582.22089553,-12876124.438842833,3792584619.944574,3958855842.6505823,-166271222.706008
CHE,202503,318089904.30049896,319704572.6965213,-1614668.3960223198,315334385.62114155,293576409.02333164,284515222.9857926,304270546.58544225,30819162.635348976,-10694137.562110603,3804602582.1497517,3921528936.8704863,-116926354.72073415
CHE,202504,301704503.53726786,310209533.2661356,-8505029.72886771,289614598.19189453,292742130.02431965,312039237.12811995,299539816.1982437,-22424638.936225414,-6797686.173924029,3765531274.4059167,3861914424.4181085,-96383150.01219222
CHE,202505,292892965.1250941,347733649.28738356,-54840684.16228944,318112950.68711185,307687311.5000493,341643158.4562414,312732539.52338463,-23530207.769129574,-5045228.023335338,3724434665.5774884,3900576126.8437867,-176141461.26629862
CHE,202506,318175496.4376238,327552007.6431676,-9376511.205543816,311065989.18139535,306264512.68680054,338880888.0951701,330854427.8931771,-27814898.91377473,-24589915.206376553,3716760500.3925757,3867612151.4667764,-150851651.07420042
CHE,202507,343651137.4044729,352392699.51706034,-8741562.112587452,324354298.35741884,317844412.7419753,344605059.6664405,341709702.0726173,-20250761.30902165,-23865289.330641985,3730252473.504967,3893601804.8600593,-163349331.35509208
CHE,202508,311192110.7226492,299403559.8837898,11788550.838859439,326799651.28170925,320739979.60684115,349035900.4628652,344173949.4081586,-22236249.18115592,-23433969.801317453,3755869886.6173058,3912679603.2005677,-156809716.58326194
CHE,202509,346814485.32183695,350736879.09529895,-3922393.7734619975,327718796.49749315,326290915.3788737,357234011.45290715,350291657.1940709,-29515214.955413997,-24000741.81519717,3782378897.833972,3952128906.9286427,-169750009.09467056
CHE,202510,376526780.86599904,407938037.7521733,-31411256.88617426,340015809.608943,331511419.1293817,370157214.05590135,358809041.99055785,-30141404.446958363,-27297622.861176133,3838385901.815624,4013680060.9273086,-175294159.11168453
CHE,202511,332904038.35128087,394371766.76295584,-61467728.41167498,335004671.68530077,334246425.93057895,384952649.19860417,370781291.5691376,-49947977.5133034,-36534865.638558626,3866395454.680314,4094162158.6835423,-227766704.00322804
CHE,202512,334930989.1700525,356811291.84254813,-21880302.672495604,337572887.7198116,337531123.0046851,372804219.6189532,375971360.95781964,-35231331.89914161,-38440237.95313454,3813644328.375297,4081661932.3713107,-268017603.99601337
CHE,202601,314188353.80321544,381636513.18776333,-67448159.38454789,339630138.3988628,337402565.93465835,377705668.7568377,378487512.5247984,-38075530.35797495,-41084946.590140045,3856214761.28313,4130109670.8627462,-273894909.57961595
CHE,202602,324325069.26062363,360042524.1603224,-35717454.899698794,336724341.3902643,337975789.1696462,388456622.99337655,379655503.7897225,-51732281.60311228,-41679714.6200763,3915395834.3006153,4208533035.09512,-293137200.7945048
CHE,202603,332648002.8015645,453713069.3529922,-121065066.55142766,343565102.7147177,339973194.1679482,393937510.43418694,386699934.0614671,-50372407.71946925,-46726739.893518925,3929953932.801681,4342541531.751591,-412587598.94991016
CHE,202604,358701027.28101367,420412003.543613,-61710976.26259935,347528112.2745172,342605852.1264997,410546661.11129475,397646931.51295274,-63018548.83677757,-55041079.38645303,3986950456.5454264,4452744002.029069,-465793545.4836418
CHK,201701,8485250855.052678,19724257317.334423,-11239006462.281746,8729964733.50823,,22493920011.5285,,-13763955278.02027,,,,
CHK,201702,7461055259.047562,20517346977.322147,-13056291718.274586,9105291446.118826,,23598488423.382736,,-14493196977.26391,,,,
CHK,201703,8920539777.800966,23302110742.145393,-14381570964.344427,9020997165.00625,8952084448.211103,22916000695.091393,23002803043.33421,-13895003530.085142,-14050718595.123106,,,
CHK,201704,8774347232.934788,21358965132.84517,-12584617899.910381,9238912369.220182,9121733660.115086,22900386343.867054,23138291820.780396,-13661473974.646872,-14016558160.66531,,,
CHK,201705,9235615378.245195,22636842671.315937,-13401227293.070742,9502030568.926573,9253980034.384336,23324766680.026806,23047051239.661747,-13822736111.100233,-13793071205.27741,,,
CHK,201706,10316988206.081707,24394059605.127693,-14077071399.045986,9821746740.61406,9520896559.586939,24240934223.050045,23488695748.981304,-14419187482.435986,-13967799189.394365,,,
CHK,201707,10278769350.632483,23361072975.840984,-13082303625.208502,10203935399.581951,9842570903.040861,23605652002.448997,23723784301.84195,-13401716602.867046,-13881213398.801088,,,
CHK,201708,11160962154.340126,26275525181.041718,-15114563026.701591,10264687533.701674,10096789891.299227,24332527255.2932,24059704493.597412,-14067839721.591528,-13962914602.298185,,,
CHK,201709,11265093314.094147,26878911864.517895,-15613818550.423748,10505401373.16913,10324674768.817583,25004432388.638077,24314203882.12676,-14499031015.468946,-13989529113.309175,,,
CHK,201710,10398325194.08758,27698285144.02923,-17299959949.94165,10579808851.35107,10449965919.407293,25197869137.818386,24844942927.24989,-14618060286.467316,-14394977007.842596,,,
CHK,201711,11483378472.653675,28567980245.55746,-17084601772.903786,10978504942.85087,10687905055.790358,26811435367.75092,25671245631.402462,-15832930424.90005,-14983340575.612104,,,
CHK,201712,12045443651.002443,28695077495.05017,-16649633844.047728,11142053757.579466,10900122517.26047,27546936432.50694,26518746979.35875,-16404882674.927473,-15618624462.09828,119825768845.97336,293410435352.12823,-173584666506.15488
CHK,201801,11190852262.563856,27057791560.75626,-15866939298.192404,11389960485.383095,11170173061.93781,30611649352.308956,28323340384.18894,-19221688866.92586,-17153167322.251127,122531370253.48453,300743969595.55005,-178212599342.06555
CHK,201802,10113935413.115227,22158007565.3536,-12044072152.238373,12430773612.625088,11654262618.529215,25808759993.041428,27989115259.285778,-13377986380.41634,-16334852640.756563,125184250407.5522,302384630183.58154,-177200379776.02933
CHK,201803,12159649575.298456,31978190384.10447,-19818540808.806015,12266422877.269659,12029052325.092613,31197182977.543125,29205864107.63117,-18930760100.273468,-17176811782.538555,128423360205.04968,311060709825.5406,-182637349620.4909
CHK,201804,11588914076.234764,27164917215.140263,-15576003138.905499,12089104570.103209,12262100353.332651,28784796531.415985,28596913167.33351,-16695691961.312777,-16334812814.00086,131237927048.34966,316866661907.83563,-185628734859.48602
CHK,201805,11956340446.72574,28456418753.39405,-16500078306.66831,12138276733.670351,12164601393.681074,29319649017.903202,29767209508.9541,-17181372284.23285,-17602608115.273026,133958652116.8302,322686237989.9138,-188727585873.08362
CHK,201806,12354523172.820316,29240604038.031467,-16886080865.211151,12111037592.579685,12112806298.784414,28970533419.878235,29024992989.73247,-16859495827.29855,-16912186690.948057,135996187083.5688,327532782422.81757,-191536595339.24878
CHK,201807,11297476010.977215,29945040039.021904,-18647564028.04469,11150032260.59283,11799782195.614288,30098537538.022953,29462906658.60146,-18948505277.430122,-17663124462.98717,137014893743.91354,334116749485.9985,-197101855742.08493
CHK,201808,12966858533.81847,31408705012.190784,-18441846478.372314,12091510602.544453,11784193485.238989,29372320289.224743,29480463749.041977,-17280809686.68029,-17696270263.802986,138820790123.3919,339249929317.1476,-200429139193.75568
CHK,201809,12895837101.09517,32125644718.920692,-19229807617.825523,12175524800.588083,11805689221.241789,29607820270.079514,29692892699.10907,-17432295469.491432,-17887203477.86728,140451533910.3929,344496662171.55035,-204045128261.15744
CHK,201810,12068421742.151966,31014529435.73978,-18946107693.587814,12082956090.371092,12116663831.167877,28785593373.548523,29255244644.28426,-16702637283.177431,-17138580813.116383,142121630458.4573,347812906463.2609,-205691276004.8036
CHK,201811,12461963153.668034,28691062439.02211,-16229099285.354076,11919932401.94,12059471097.633059,27315073462.687504,28569495702.10518,-15395141060.747503,-16510024604.47212,143100215139.47165,347935988656.7255,-204835773517.2539
CHK,201812,13028264684.494406,27512752085.84591,-14484487401.351503,12006488136.192606,12003125542.834566,26180483843.7148,27427050226.650272,-14173995707.522196,-15423924683.815706,144083036172.96362,346753663247.5213,-202670627074.55768
CHK,201901,12399970051.93329,24028923906.617264,-11628953854.683973,12487575064.964867,12137998534.365824,26885910675.19076,26793822660.53102,-14398335610.225895,-14655824126.165197,145292153962.33307,343724795593.3823,-198432641631.04922
CHK,201902,9613152896.53246,20714264198.741886,-11101111302.209427,11876438914.007399,12123500705.054956,24461799775.774654,25842731431.560074,-12585360861.767256,-13719230726.505117,144791371445.75027,342281052226.77057,-197489680781.0203
CHK,201903,12322068324.735819,28094255659.217953,-15772187334.482134,12395619595.955612,12253211191.642626,27149794665.324112,26165835038.76318,-14754175069.3685,-13912623847.120554,144953790195.18765,338397117501.8841,-193443327306.6964
CHK,201904,11769510311.666113,26563918362.073193,-14794408050.40708,12171367576.810287,12147808695.5911,27846423253.870117,26486005898.322964,-15675055677.05983,-14338197202.731863,145134386430.619,337796118648.817,-192661732218.19797
CHK,201905,12023062766.03169,26940139283.57304,-14917076517.54135,12049187798.419592,12205391657.061829,27725927934.056168,27574048617.750134,-15676740135.636576,-15368656960.688305,145201108749.92496,336279839178.99603,-191078730429.071
CHK,201906,11873639500.404541,27377287323.537235,-15503647823.132694,11962550001.315817,12061035125.51523,26960414376.963093,27510921854.963123,-14997864375.647276,-15449886729.447893,144720225077.5092,334416522464.5018,-189696297386.99255
CHK,201907,12733995987.30023,28496876252.482716,-15762880265.182486,12503213948.121643,12171650582.619017,28499590175.777855,27728644162.265705,-15996376227.656212,-15556993579.646688,146156745053.83218,332968358677.9626,-186811613624.13037
CHK,201908,13012725366.440498,30138257027.038635,-17125531660.598137,12283430223.125635,12249731390.854364,28471223557.174324,27977076036.638424,-16187793334.048689,-15727344645.78406,146202611886.45422,331697910692.8104,-185495298806.3562
CHK,201909,12669710933.66622,30066374010.383232,-17396663076.71701,12088523391.597942,12291722520.948404,27417839846.49249,28129551193.148224,-15329316454.894547,-15837828672.19982,145976485719.02527,329638639984.27295,-183662154265.24768
CHK,201910,13033090090.284359,30968658413.87758,-17935568323.59322,12850671435.090448,12407541683.271341,29356985548.82534,28415349650.83072,-16506314113.734892,-16007807967.559378,146941154067.15765,329592768962.41077,-182651614895.2531
